date,part_id,part_name,category,location,state_code,is_holiday,is_shutdown,is_maintenance_campaign,demand,series_id
2024-06-24,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,15,BRG-6305 · Augsburg
2024-06-25,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,17,BRG-6305 · Augsburg
2024-06-26,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,13,BRG-6305 · Augsburg
2024-06-27,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,15,BRG-6305 · Augsburg
2024-06-28,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,16,BRG-6305 · Augsburg
2024-06-29,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,2,BRG-6305 · Augsburg
2024-06-30,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,0,BRG-6305 · Augsburg
2024-07-01,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,13,BRG-6305 · Augsburg
2024-07-02,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,13,BRG-6305 · Augsburg
2024-07-03,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,17,BRG-6305 · Augsburg
2024-07-04,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,19,BRG-6305 · Augsburg
2024-07-05,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,16,BRG-6305 · Augsburg
2024-07-06,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,0,BRG-6305 · Augsburg
2024-07-07,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,2,BRG-6305 · Augsburg
2024-07-08,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,19,BRG-6305 · Augsburg
2024-07-09,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,13,BRG-6305 · Augsburg
2024-07-10,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,16,BRG-6305 · Augsburg
2024-07-11,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,18,BRG-6305 · Augsburg
2024-07-12,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,15,BRG-6305 · Augsburg
2024-07-13,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,1,BRG-6305 · Augsburg
2024-07-14,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,1,BRG-6305 · Augsburg
2024-07-15,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,12,BRG-6305 · Augsburg
2024-07-16,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,16,BRG-6305 · Augsburg
2024-07-17,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,19,BRG-6305 · Augsburg
2024-07-18,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,16,BRG-6305 · Augsburg
2024-07-19,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,13,BRG-6305 · Augsburg
2024-07-20,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,3,BRG-6305 · Augsburg
2024-07-21,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,2,BRG-6305 · Augsburg
2024-07-22,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,19,BRG-6305 · Augsburg
2024-07-23,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,18,BRG-6305 · Augsburg
2024-07-24,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,18,BRG-6305 · Augsburg
2024-07-25,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,16,BRG-6305 · Augsburg
2024-07-26,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,14,BRG-6305 · Augsburg
2024-07-27,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,2,BRG-6305 · Augsburg
2024-07-28,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,1,BRG-6305 · Augsburg
2024-07-29,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,14,BRG-6305 · Augsburg
2024-07-30,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,14,BRG-6305 · Augsburg
2024-07-31,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,15,BRG-6305 · Augsburg
2024-08-01,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,15,BRG-6305 · Augsburg
2024-08-02,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,16,BRG-6305 · Augsburg
2024-08-03,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,2,BRG-6305 · Augsburg
2024-08-04,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,3,BRG-6305 · Augsburg
2024-08-05,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,1,0,4,BRG-6305 · Augsburg
2024-08-06,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,1,0,3,BRG-6305 · Augsburg
2024-08-07,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,1,0,3,BRG-6305 · Augsburg
2024-08-08,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,1,0,2,BRG-6305 · Augsburg
2024-08-09,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,1,0,4,BRG-6305 · Augsburg
2024-08-10,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,1,0,1,BRG-6305 · Augsburg
2024-08-11,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,1,0,0,BRG-6305 · Augsburg
2024-08-12,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,1,0,3,BRG-6305 · Augsburg
2024-08-13,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,1,0,4,BRG-6305 · Augsburg
2024-08-14,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,1,0,3,BRG-6305 · Augsburg
2024-08-15,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,1,0,3,BRG-6305 · Augsburg
2024-08-16,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,1,0,3,BRG-6305 · Augsburg
2024-08-17,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,1,0,0,BRG-6305 · Augsburg
2024-08-18,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,1,0,0,BRG-6305 · Augsburg
2024-08-19,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,14,BRG-6305 · Augsburg
2024-08-20,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,15,BRG-6305 · Augsburg
2024-08-21,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,18,BRG-6305 · Augsburg
2024-08-22,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,17,BRG-6305 · Augsburg
2024-08-23,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,14,BRG-6305 · Augsburg
2024-08-24,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,2,BRG-6305 · Augsburg
2024-08-25,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,1,BRG-6305 · Augsburg
2024-08-26,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,17,BRG-6305 · Augsburg
2024-08-27,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,17,BRG-6305 · Augsburg
2024-08-28,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,14,BRG-6305 · Augsburg
2024-08-29,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,15,BRG-6305 · Augsburg
2024-08-30,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,13,BRG-6305 · Augsburg
2024-08-31,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,1,BRG-6305 · Augsburg
2024-09-01,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,1,BRG-6305 · Augsburg
2024-09-02,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,20,BRG-6305 · Augsburg
2024-09-03,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,17,BRG-6305 · Augsburg
2024-09-04,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,13,BRG-6305 · Augsburg
2024-09-05,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,12,BRG-6305 · Augsburg
2024-09-06,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,14,BRG-6305 · Augsburg
2024-09-07,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,3,BRG-6305 · Augsburg
2024-09-08,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,1,BRG-6305 · Augsburg
2024-09-09,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,19,BRG-6305 · Augsburg
2024-09-10,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,17,BRG-6305 · Augsburg
2024-09-11,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,16,BRG-6305 · Augsburg
2024-09-12,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,12,BRG-6305 · Augsburg
2024-09-13,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,15,BRG-6305 · Augsburg
2024-09-14,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,2,BRG-6305 · Augsburg
2024-09-15,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,1,BRG-6305 · Augsburg
2024-09-16,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,14,BRG-6305 · Augsburg
2024-09-17,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,15,BRG-6305 · Augsburg
2024-09-18,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,15,BRG-6305 · Augsburg
2024-09-19,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,13,BRG-6305 · Augsburg
2024-09-20,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,13,BRG-6305 · Augsburg
2024-09-21,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,1,BRG-6305 · Augsburg
2024-09-22,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,1,BRG-6305 · Augsburg
2024-09-23,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,18,BRG-6305 · Augsburg
2024-09-24,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,16,BRG-6305 · Augsburg
2024-09-25,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,12,BRG-6305 · Augsburg
2024-09-26,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,15,BRG-6305 · Augsburg
2024-09-27,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,11,BRG-6305 · Augsburg
2024-09-28,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,1,BRG-6305 · Augsburg
2024-09-29,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,2,BRG-6305 · Augsburg
2024-09-30,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,12,BRG-6305 · Augsburg
2024-10-01,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,1,17,BRG-6305 · Augsburg
2024-10-02,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,1,14,BRG-6305 · Augsburg
2024-10-03,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,1,0,1,2,BRG-6305 · Augsburg
2024-10-04,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,1,14,BRG-6305 · Augsburg
2024-10-05,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,1,2,BRG-6305 · Augsburg
2024-10-06,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,1,1,BRG-6305 · Augsburg
2024-10-07,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,1,19,BRG-6305 · Augsburg
2024-10-08,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,16,BRG-6305 · Augsburg
2024-10-09,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,13,BRG-6305 · Augsburg
2024-10-10,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,15,BRG-6305 · Augsburg
2024-10-11,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,17,BRG-6305 · Augsburg
2024-10-12,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,3,BRG-6305 · Augsburg
2024-10-13,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,1,BRG-6305 · Augsburg
2024-10-14,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,14,BRG-6305 · Augsburg
2024-10-15,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,17,BRG-6305 · Augsburg
2024-10-16,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,18,BRG-6305 · Augsburg
2024-10-17,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,17,BRG-6305 · Augsburg
2024-10-18,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,16,BRG-6305 · Augsburg
2024-10-19,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,2,BRG-6305 · Augsburg
2024-10-20,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,1,BRG-6305 · Augsburg
2024-10-21,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,16,BRG-6305 · Augsburg
2024-10-22,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,12,BRG-6305 · Augsburg
2024-10-23,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,17,BRG-6305 · Augsburg
2024-10-24,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,16,BRG-6305 · Augsburg
2024-10-25,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,14,BRG-6305 · Augsburg
2024-10-26,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,1,BRG-6305 · Augsburg
2024-10-27,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,1,BRG-6305 · Augsburg
2024-10-28,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,21,BRG-6305 · Augsburg
2024-10-29,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,17,BRG-6305 · Augsburg
2024-10-30,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,17,BRG-6305 · Augsburg
2024-10-31,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,17,BRG-6305 · Augsburg
2024-11-01,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,1,0,0,3,BRG-6305 · Augsburg
2024-11-02,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,1,BRG-6305 · Augsburg
2024-11-03,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,1,BRG-6305 · Augsburg
2024-11-04,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,16,BRG-6305 · Augsburg
2024-11-05,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,16,BRG-6305 · Augsburg
2024-11-06,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,16,BRG-6305 · Augsburg
2024-11-07,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,18,BRG-6305 · Augsburg
2024-11-08,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,17,BRG-6305 · Augsburg
2024-11-09,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,2,BRG-6305 · Augsburg
2024-11-10,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,1,BRG-6305 · Augsburg
2024-11-11,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,22,BRG-6305 · Augsburg
2024-11-12,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,15,BRG-6305 · Augsburg
2024-11-13,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,15,BRG-6305 · Augsburg
2024-11-14,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,12,BRG-6305 · Augsburg
2024-11-15,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,17,BRG-6305 · Augsburg
2024-11-16,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,4,BRG-6305 · Augsburg
2024-11-17,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,2,BRG-6305 · Augsburg
2024-11-18,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,13,BRG-6305 · Augsburg
2024-11-19,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,19,BRG-6305 · Augsburg
2024-11-20,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,15,BRG-6305 · Augsburg
2024-11-21,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,16,BRG-6305 · Augsburg
2024-11-22,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,9,BRG-6305 · Augsburg
2024-11-23,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,3,BRG-6305 · Augsburg
2024-11-24,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,1,BRG-6305 · Augsburg
2024-11-25,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,14,BRG-6305 · Augsburg
2024-11-26,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,16,BRG-6305 · Augsburg
2024-11-27,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,13,BRG-6305 · Augsburg
2024-11-28,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,13,BRG-6305 · Augsburg
2024-11-29,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,12,BRG-6305 · Augsburg
2024-11-30,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,0,BRG-6305 · Augsburg
2024-12-01,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,2,BRG-6305 · Augsburg
2024-12-02,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,19,BRG-6305 · Augsburg
2024-12-03,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,15,BRG-6305 · Augsburg
2024-12-04,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,17,BRG-6305 · Augsburg
2024-12-05,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,15,BRG-6305 · Augsburg
2024-12-06,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,15,BRG-6305 · Augsburg
2024-12-07,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,1,BRG-6305 · Augsburg
2024-12-08,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,1,BRG-6305 · Augsburg
2024-12-09,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,19,BRG-6305 · Augsburg
2024-12-10,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,16,BRG-6305 · Augsburg
2024-12-11,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,20,BRG-6305 · Augsburg
2024-12-12,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,15,BRG-6305 · Augsburg
2024-12-13,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,12,BRG-6305 · Augsburg
2024-12-14,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,3,BRG-6305 · Augsburg
2024-12-15,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,1,BRG-6305 · Augsburg
2024-12-16,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,18,BRG-6305 · Augsburg
2024-12-17,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,19,BRG-6305 · Augsburg
2024-12-18,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,14,BRG-6305 · Augsburg
2024-12-19,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,15,BRG-6305 · Augsburg
2024-12-20,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,13,BRG-6305 · Augsburg
2024-12-21,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,1,BRG-6305 · Augsburg
2024-12-22,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,1,BRG-6305 · Augsburg
2024-12-23,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,0,0,20,BRG-6305 · Augsburg
2024-12-24,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,1,0,3,BRG-6305 · Augsburg
2024-12-25,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,1,1,0,0,BRG-6305 · Augsburg
2024-12-26,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,1,1,0,0,BRG-6305 · Augsburg
2024-12-27,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,1,0,4,BRG-6305 · Augsburg
2024-12-28,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,1,0,0,BRG-6305 · Augsburg
2024-12-29,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,1,0,0,BRG-6305 · Augsburg
2024-12-30,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,1,0,3,BRG-6305 · Augsburg
2024-12-31,BRG-6305,Deep-groove bearing 6305,Bearings,Augsburg,BY,0,1,0,2,BRG-6305 · Augsburg
2023-01-01,BRG-6305,Deep-groove bearing 6305,Bearings,Bremen,HB,1,1,0,0,BRG-6305 · Bremen
2023-01-02,BRG-6305,Deep-groove bearing 6305,Bearings,Bremen,HB,0,1,0,3,BRG-6305 · Bremen
2023-01-03,BRG-6305,Deep-groove bearing 6305,Bearings,Bremen,HB,0,0,0,15,BRG-6305 · Bremen
2023-01-04,BRG-6305,Deep-groove bearing 6305,Bearings,Bremen,HB,0,0,0,18,BRG-6305 · Bremen
2023-01-05,BRG-6305,Deep-groove bearing 6305,Bearings,Bremen,HB,0,0,0,20,BRG-6305 · Bremen
2023-01-06,BRG-6305,Deep-groove bearing 6305,Bearings,Bremen,HB,0,0,0,12,BRG-6305 · Bremen
2023-01-07,BRG-6305,Deep-groove bearing 6305,Bearings,Bremen,HB,0,0,0,3,BRG-6305 · Bremen
2023-01-08,BRG-6305,Deep-groove bearing 6305,Bearings,Bremen,HB,0,0,0,1,BRG-6305 · Bremen
2023-01-09,BRG-6305,Deep-groove bearing 6305,Bearings,Bremen,HB,0,0,0,17,BRG-6305 · Bremen
2023-01-10,BRG-6305,Deep-groove bearing 6305,Bearings,Bremen,HB,0,0,0,17,BRG-6305 · Bremen
2023-01-11,BRG-6305,Deep-groove bearing 6305,Bearings,Bremen,HB,0,0,0,16,BRG-6305 · Bremen
2023-01-12,BRG-6305,Deep-groove bearing 6305,Bearings,Bremen,HB,0,0,0,19,BRG-6305 · Bremen
2023-01-13,BRG-6305,Deep-groove bearing 6305,Bearings,Bremen,HB,0,0,0,15,BRG-6305 · Bremen
2023-01-14,BRG-6305,Deep-groove bearing 6305,Bearings,Bremen,HB,0,0,0,2,BRG-6305 · Bremen
2023-01-15,BRG-6305,Deep-groove bearing 6305,Bearings,Bremen,HB,0,0,0,1,BRG-6305 · Bremen
2023-01-16,BRG-6305,Deep-groove bearing 6305,Bearings,Bremen,HB,0,0,0,20,BRG-6305 · Bremen
2023-01-17,BRG-6305,Deep-groove bearing 6305,Bearings,Bremen,HB,0,0,0,15,BRG-6305 · Bremen
2023-01-18,BRG-6305,Deep-groove bearing 6305,Bearings,Bremen,HB,0,0,0,17,BRG-6305 · Bremen
2023-01-19,BRG-6305,Deep-groove bearing 6305,Bearings,Bremen,HB,0,0,0,23,BRG-6305 · Bremen
2023-01-20,BRG-6305,Deep-groove bearing 6305,Bearings,Bremen,HB,0,0,0,10,BRG-6305 · Bremen
2023-01-21,BRG-6305,Deep-groove bearing 6305,Bearings,Bremen,HB,0,0,0,2,BRG-6305 · Bremen
2023-01-22,BRG-6305,Deep-groove bearing 6305,Bearings,Bremen,HB,0,0,0,1,BRG-6305 · Bremen
2023-01-23,BRG-6305,Deep-groove bearing 6305,Bearings,Bremen,HB,0,0,0,17,BRG-6305 · Bremen
2023-01-24,BRG-6305,Deep-groove bearing 6305,Bearings,Bremen,HB,0,0,0,17,BRG-6305 · Bremen
2023-01-25,BRG-6305,Deep-groove bearing 6305,Bearings,Bremen,HB,0,0,0,18,BRG-6305 · Bremen
2023-01-26,BRG-6305,Deep-groove bearing 6305,Bearings,Bremen,HB,0,0,0,16,BRG-6305 · Bremen
2023-01-27,BRG-6305,Deep-groove bearing 6305,Bearings,Bremen,HB,0,0,0,16,BRG-6305 · Bremen
2023-01-28,BRG-6305,Deep-groove bearing 6305,Bearings,Bremen,HB,0,0,0,2,BRG-6305 · Bremen
2023-01-29,BRG-6305,Deep-groove bearing 6305,Bearings,Bremen,HB,0,0,0,2,BRG-6305 · Bremen
2023-01-30,BRG-6305,Deep-groove bearing 6305,Bearings,Bremen,HB,0,0,0,18,BRG-6305 · Bremen
2023-01-31,BRG-6305,Deep-groove bearing 6305,Bearings,Bremen,HB,0,0,0,20,BRG-6305 · Bremen
